,formula,classifier,rel_l2_distance,success,estimated_formula,training_time
102,2.661*x0*sin(2.301*x0**2 - 5.784),False,0.6642031636772484,False,0.01*x0**2 + 1.882*x0*sin(2.322*x0**2 - 0.369*x0 + 2.025) - 0.018*x0*sqrt(Abs(0.094*x0**2 - 0.471*x0 + 0.548)) + 1.554*sin(2.322*x0**2 - 0.369*x0 + 2.025)*sqrt(Abs(0.094*x0**2 - 0.471*x0 + 0.548)) + 3.223*sin(2.322*x0**2 - 0.369*x0 + 2.025) - 0.166*sqrt(Abs(0.094*x0**2 - 0.471*x0 + 0.548)) - 0.05,19.038604736328125
103,2.661*x0*sin(2.301*x0**2 - 5.784),True,0.9187253892921787,False,1.077*x0*sin(5.782*x0**2 - 5.948),11.381910562515259
104,2.154*x0 + 3.064*sin(4.773*x0**2)*sqrt(Abs(4.491*x0 - 0.423)),False,0.5985367233086043,False,-0.058*x0**2 + 0.626*x0*sin(1.309*x0**2 + 0.497*x0) + 0.016*x0*sqrt(Abs(0.537*x0**2 + 0.001*x0 + 0.001)) + 2.063*x0 - 0.075*sin(1.309*x0**2 + 0.497*x0)*sqrt(Abs(0.537*x0**2 + 0.001*x0 + 0.001)) - 0.005*sin(1.309*x0**2 + 0.497*x0) + 0.944*sqrt(Abs(0.537*x0**2 + 0.001*x0 + 0.001)) - 0.001,20.14918351173401
105,2.154*x0 + 3.064*sin(4.773*x0**2)*sqrt(Abs(4.491*x0 - 0.423)),True,0.008291585629078696,False,2.152*x0 + 6.49216966876252*sin(4.773*x0**2)*sqrt(Abs(x0)),8.038532972335815
106,-0.978*x0*sin(1.168*x0**2) - 0.805539809072153*x0*sqrt(Abs(x0**2)),False,0.07378361050706442,False,0.722*x0*sin(1.169*x0**2 + 0.383*x0 - 0.004) - 1.095*x0*sqrt(Abs(0.533*x0**2 + 0.02*x0 - 0.021)) - 0.038*x0 - 0.003*sin(1.169*x0**2 + 0.383*x0 - 0.004)*sqrt(Abs(0.533*x0**2 + 0.02*x0 - 0.021)) + 0.024*sin(1.169*x0**2 + 0.383*x0 - 0.004) + 0.019*sqrt(Abs(0.533*x0**2 + 0.02*x0 - 0.021)),21.665780782699585
107,-0.978*x0*sin(1.168*x0**2) - 0.805539809072153*x0*sqrt(Abs(x0**2)),True,5.132273675341017e-07,True,-0.978*x0*sin(1.168*x0**2) - 0.80497029448297*x0*sqrt(Abs(x0**2)),18.87713122367859
108,-0.936*x0*sin(0.744*x0 + 1.215) + 0.775*x0*sqrt(Abs(0.635*x0**2 + 1.51)),False,0.014363338356396877,False,0.142*x0**2 - 0.692*x0*sin(0.062*x0**2 - 0.054*x0 + 3.715) + 2.279*x0*sqrt(Abs(0.034*x0**2 - 1.229*x0 + 0.664)) - 2.272*x0 - 0.002*sin(0.062*x0**2 - 0.054*x0 + 3.715)*sqrt(Abs(0.034*x0**2 - 1.229*x0 + 0.664)) - 0.094*sin(0.062*x0**2 - 0.054*x0 + 3.715) + 0.028*sqrt(Abs(0.034*x0**2 - 1.229*x0 + 0.664)) + 0.006,18.66240620613098
109,-0.936*x0*sin(0.744*x0 + 1.215) + 0.775*x0*sqrt(Abs(0.635*x0**2 + 1.51)),True,1.4804083469427802e-07,True,-0.936*x0*sin(0.744*x0 + 1.215) + 1.648*x0*sqrt(Abs(0.141*x0**2 + 0.334)),26.347269296646118
110,-4.593*x0*sin(-1.573*x0**2 + 0.715*x0 + 2.378),False,0.5538779737463977,False,0.002*x0**2 - 2.904*x0*sin(-1.595*x0**2 + 0.329*x0 + 0.738) + 0.001*x0*sqrt(Abs(-0.067*x0**2 + 0.442*x0 + 1.578)) - 0.011*x0 + 4.77*sin(-1.595*x0**2 + 0.329*x0 + 0.738)*sqrt(Abs(-0.067*x0**2 + 0.442*x0 + 1.578)) + 2.288*sin(-1.595*x0**2 + 0.329*x0 + 0.738) - 0.033*sqrt(Abs(-0.067*x0**2 + 0.442*x0 + 1.578)) - 0.153,21.334941148757935
111,-4.593*x0*sin(-1.573*x0**2 + 0.715*x0 + 2.378),True,0.779241380532177,False,2.942*x0*sin(1.528*x0**2 - 0.014*x0 + 1.378),16.176848649978638
112,-2.909*x0*sin(8.746*x0**2 - 1.637*x0 + 0.72) + 2.591,False,0.668126800766218,False,-0.033*x0**2 + 1.205*x0*sin(8.841*x0**2 - 0.278*x0 + 2.129) + 0.043*x0*sqrt(Abs(0.815*x0**2 + 0.279*x0 - 0.846)) - 0.327*x0 - 2.043*sin(8.841*x0**2 - 0.278*x0 + 2.129)*sqrt(Abs(0.815*x0**2 + 0.279*x0 - 0.846)) + 1.534*sin(8.841*x0**2 - 0.278*x0 + 2.129) + 0.411*sqrt(Abs(0.815*x0**2 + 0.279*x0 - 0.846)) + 1.624,18.296466827392578
113,-2.909*x0*sin(8.746*x0**2 - 1.637*x0 + 0.72) + 2.591,True,0.8979833729024558,False,-1.042*x0*sin(1.206*x0**2 + 1.677*x0 - 4.16) + 1.579*sqrt(Abs(0.341*x0 - 1.204)) + 1.191,14.96838665008545
114,1.08300000000000,False,1.0324062061877519e-07,True,1.08300000000000,30.298437356948853
115,1.08300000000000,True,0.0,True,1.08300000000000,7.832960367202759
116,0.132*x0,False,1.3270789036897941e-05,True,0.132*x0 - 0.001,32.22856640815735
117,0.132*x0,True,4.3299026516369606e-08,True,0.132*x0,5.413642883300781
118,-3.08583970030849*x0*sqrt(Abs(x0)) + 2.472*sin(3.051*x0),False,0.03324735251832406,False,-0.928*x0*sqrt(Abs(-0.446*x0**2 + 0.001*x0 + 0.105)) - 3.726*x0 - 0.333*sin(0.204*x0**2 + 0.197*x0)*sqrt(Abs(-0.446*x0**2 + 0.001*x0 + 0.105)),20.44172692298889
119,-3.08583970030849*x0*sqrt(Abs(x0)) + 2.472*sin(3.051*x0),True,0.03592650502190915,False,-3.09289450208053*x0*sqrt(Abs(x0)),12.17450761795044
