,formula,classifier,rel_l2_distance,success,estimated_formula,training_time
96,0.029*x0*sin(-2.465*x0**2 + 1.556*x0 + 3.196) + 0.603*sin(-2.465*x0**2 + 1.556*x0 + 3.196),False,1.8076225512842254e-05,True,-0.029*x0*sin(-2.465*x0**2 + 1.556*x0 + 0.055) - 0.603*sin(-2.465*x0**2 + 1.556*x0 + 0.055),84.76615023612976
97,0.029*x0*sin(-2.465*x0**2 + 1.556*x0 + 3.196) + 0.603*sin(-2.465*x0**2 + 1.556*x0 + 3.196),True,0.8926783126071164,False,-0.276*sin(2.568*x0**2 - 2.812*x0 + 0.05),45.24522829055786
98,2.002*x0**2 + 2.138*x0,False,7.220415860839466e-08,True,2.002*x0**2 + 2.138*x0,165.94661355018616
99,2.002*x0**2 + 2.138*x0,True,7.220415312455714e-08,True,2.002*x0**2 + 2.138*x0,41.6024534702301
100,-0.194*x0**2 - 1.743,False,6.555688347028171e-08,True,-0.194*x0**2 - 1.743,161.11142373085022
101,-0.194*x0**2 - 1.743,True,6.507112480495271e-08,True,-0.194*x0**2 - 1.743,48.91072344779968
102,2.661*x0*sin(2.301*x0**2 - 5.784),False,0.6149073842451421,False,0.019*x0**2 - 0.045*x0*sin(-2.336*x0**2 + 0.513*x0 + 0.89) - 0.065*x0*sqrt(Abs(0.438*x0**2 + 2.379*x0 - 1.502)) + 0.271*x0 + 4.205*sin(-2.336*x0**2 + 0.513*x0 + 0.89)*sqrt(Abs(0.438*x0**2 + 2.379*x0 - 1.502)) - 5.611*sin(-2.336*x0**2 + 0.513*x0 + 0.89) - 0.013*sqrt(Abs(0.438*x0**2 + 2.379*x0 - 1.502)) + 0.015,86.95198607444763
103,2.661*x0*sin(2.301*x0**2 - 5.784),True,9.518223983016109e-06,True,2.66*x0*sin(2.301*x0**2 + 6.783),44.51038694381714
104,2.154*x0 + 3.064*sin(4.773*x0**2)*sqrt(Abs(4.491*x0 - 0.423)),False,0.4437505929767756,False,0.035*x0**2 + 1.895*x0*sin(4.731*x0**2 + 0.557*x0 - 1.631) + 0.217*x0*sqrt(Abs(-0.097*x0**2 + 0.737*x0 + 0.746)) + 1.598*x0 + 3.009*sin(4.731*x0**2 + 0.557*x0 - 1.631)*sqrt(Abs(-0.097*x0**2 + 0.737*x0 + 0.746)) - 0.528*sin(4.731*x0**2 + 0.557*x0 - 1.631) + 0.313*sqrt(Abs(-0.097*x0**2 + 0.737*x0 + 0.746)) + 0.235,88.18783831596375
105,2.154*x0 + 3.064*sin(4.773*x0**2)*sqrt(Abs(4.491*x0 - 0.423)),True,0.008291587939067778,False,2.152*x0 + 6.4906892971394*sin(4.773*x0**2)*sqrt(Abs(x0)),40.96366477012634
106,-0.978*x0*sin(1.168*x0**2) - 0.805539809072153*x0*sqrt(Abs(x0**2)),False,5.195036440467738e-07,True,-0.978*x0*sin(1.168*x0**2) - 0.805041070380884*x0*sqrt(Abs(x0**2)),113.6769049167633
107,-0.978*x0*sin(1.168*x0**2) - 0.805539809072153*x0*sqrt(Abs(x0**2)),True,5.082873112632606e-07,True,-0.978*x0*sin(1.168*x0**2) - 0.805186475296251*x0*sqrt(Abs(x0**2)),77.07052493095398
108,-0.936*x0*sin(0.744*x0 + 1.215) + 0.775*x0*sqrt(Abs(0.635*x0**2 + 1.51)),False,8.085012561161285e-08,True,0.936*x0*sin(0.744*x0 - 1.927) + 1.282*x0*sqrt(Abs(0.232*x0**2 + 0.552)),119.22224164009094
109,-0.936*x0*sin(0.744*x0 + 1.215) + 0.775*x0*sqrt(Abs(0.635*x0**2 + 1.51)),True,7.647364231280125e-08,True,-0.936*x0*sin(0.744*x0 + 1.215) + 1.367*x0*sqrt(Abs(0.204*x0**2 + 0.486)),156.17650198936462
110,-4.593*x0*sin(-1.573*x0**2 + 0.715*x0 + 2.378),False,2.3719098430315166e-05,True,-4.593*x0*sin(1.573*x0**2 - 0.715*x0 + 0.764),96.77128601074219
111,-4.593*x0*sin(-1.573*x0**2 + 0.715*x0 + 2.378),True,5.867879431777183e-06,True,-4.593*x0*sin(-1.573*x0**2 + 0.715*x0 + 2.378),56.5641975402832
112,-2.909*x0*sin(8.746*x0**2 - 1.637*x0 + 0.72) + 2.591,False,0.8219807467672078,False,-0.022*x0**2 + 1.42*x0*sin(8.121*x0**2 - 11.848*x0 + 0.606) + 0.077*x0*sqrt(Abs(0.418*x0**2 + 1.104*x0 - 0.216)) - 0.567*x0 - 1.355*sin(8.121*x0**2 - 11.848*x0 + 0.606)*sqrt(Abs(0.418*x0**2 + 1.104*x0 - 0.216)) + 1.641*sin(8.121*x0**2 - 11.848*x0 + 0.606) + 0.643*sqrt(Abs(0.418*x0**2 + 1.104*x0 - 0.216)) + 1.189,85.51112246513367
113,-2.909*x0*sin(8.746*x0**2 - 1.637*x0 + 0.72) + 2.591,True,0.9040496485963958,False,-1.02*x0*sin(4.745*x0**2 - 0.054*x0 + 0.001) + 2.187*sqrt(Abs(0.383*x0 - 0.726)) + 0.062,73.16122317314148
114,1.08300000000000,False,4.6415119463077875e-06,True,-7.07106781186548e-5*sin(0.001*x0**2 + 0.001)*sqrt(Abs(x0**2)) + 1.083,142.83565258979797
115,1.08300000000000,True,0.0,True,1.08300000000000,43.06009483337402
116,0.132*x0,False,8.885164969478746e-08,True,0.132*x0,141.64164972305298
117,0.132*x0,True,4.32990265217753e-08,True,0.132*x0,28.674492359161377
118,-3.08583970030849*x0*sqrt(Abs(x0)) + 2.472*sin(3.051*x0),False,0.032559890458688345,False,0.021*x0**2 - 0.037*x0*sin(0.243*x0**2 + 0.212*x0 + 0.535) - 2.55*x0*sqrt(Abs(0.005*x0**2 + 1.476*x0 + 0.114)) + 0.017*x0 + 0.384*sin(0.243*x0**2 + 0.212*x0 + 0.535)*sqrt(Abs(0.005*x0**2 + 1.476*x0 + 0.114)) - 0.045*sin(0.243*x0**2 + 0.212*x0 + 0.535) + 0.003*sqrt(Abs(0.005*x0**2 + 1.476*x0 + 0.114)) - 0.045,118.97658324241638
119,-3.08583970030849*x0*sqrt(Abs(x0)) + 2.472*sin(3.051*x0),True,1.4553587476285185e-07,True,-3.08528866056322*x0*sqrt(Abs(x0)) + 2.472*sin(3.051*x0),68.9048273563385
