,formula,classifier,rel_l2_distance,success,estimated_formula,training_time,iter
94,1.227*x0*sin(1.928*x0 - 1.18),False,0.438321912762416,False,-0.034*x0**2 + 1.0*x0*sin(0.137*x0**2 + 0.045*x0 - 7.776) + 0.007*x0*sqrt(Abs(-0.487*x0**2 + 1.865*x0 + 5.303)) + 0.023*x0 - 0.546*sin(0.137*x0**2 + 0.045*x0 - 7.776)*sqrt(Abs(-0.487*x0**2 + 1.865*x0 + 5.303)) + 2.03*sin(0.137*x0**2 + 0.045*x0 - 7.776) + 0.365*sqrt(Abs(-0.487*x0**2 + 1.865*x0 + 5.303)) - 0.046,10.401158809661863,50
95,1.227*x0*sin(1.928*x0 - 1.18),True,0.8984773334005163,False,0.552*x0*sin(2.671*x0 - 1.214),1.8820147514343264,50
96,0.029*x0*sin(-2.465*x0**2 + 1.556*x0 + 3.196) + 0.603*sin(-2.465*x0**2 + 1.556*x0 + 3.196),False,1.13852304060673e-05,True,-0.029*x0*sin(2.465*x0**2 - 1.556*x0 + 3.087) + 0.027*x0*sqrt(Abs(0.005*x0 + 0.213)) - 0.012*x0 + 0.001*sin(2.465*x0**2 - 1.556*x0 + 3.087)*sqrt(Abs(0.005*x0 + 0.213)) - 0.603*sin(2.465*x0**2 - 1.556*x0 + 3.087),11.565848112106323,50
97,0.029*x0*sin(-2.465*x0**2 + 1.556*x0 + 3.196) + 0.603*sin(-2.465*x0**2 + 1.556*x0 + 3.196),True,0.2777962049077009,False,0.588*sin(-2.465*x0**2 + 1.552*x0 + 3.202),4.576905727386475,50
98,2.002*x0**2 + 2.138*x0,False,8.177323297166362e-08,True,2.002*x0**2 + 2.138*x0,18.690953016281128,50
99,2.002*x0**2 + 2.138*x0,True,7.220415828272732e-08,True,2.002*x0**2 + 2.138*x0,4.090180397033691,50
100,-0.194*x0**2 - 1.743,False,3.6352962077956846e-06,True,-0.194*x0**2 - 0.002*sqrt(Abs(0.001*x0**2 - 0.003*x0 + 0.001)) - 1.743,16.907437562942505,50
101,-0.194*x0**2 - 1.743,True,6.50711248982723e-08,True,-0.194*x0**2 - 1.743,4.832311630249023,50
102,2.661*x0*sin(2.301*x0**2 - 5.784),False,0.9334076925274738,False,0.024*x0**2 - 0.001*x0*sin(1.104*x0**2 + 0.515*x0 + 1.197) + 0.007*x0*sqrt(Abs(0.235*x0**2 + 0.003*x0 - 1.699)) - 0.023*x0 - 2.923*sin(1.104*x0**2 + 0.515*x0 + 1.197)*sqrt(Abs(0.235*x0**2 + 0.003*x0 - 1.699)) + 3.497*sin(1.104*x0**2 + 0.515*x0 + 1.197) - 0.38*sqrt(Abs(0.235*x0**2 + 0.003*x0 - 1.699)) + 0.207,8.420868873596191,50
103,2.661*x0*sin(2.301*x0**2 - 5.784),True,9.519663719401096e-06,True,-2.66*x0*sin(2.301*x0**2 - 2.642),5.904031276702881,50
104,2.154*x0 + 3.064*sin(4.773*x0**2)*sqrt(Abs(4.491*x0 - 0.423)),False,0.5946626126448851,False,-0.053*x0**2 - 0.691*x0*sin(1.258*x0**2 + 0.179*x0 - 2.005) + 0.0150824401208823*x0*sqrt(Abs(x0**2)) + 2.044*x0 + 0.653343883418219*sqrt(Abs(x0**2)),10.892046213150024,50
105,2.154*x0 + 3.064*sin(4.773*x0**2)*sqrt(Abs(4.491*x0 - 0.423)),True,0.6129747626858616,False,2.154*x0 + 1.37687151906051*sin(1.13*x0**2)*sqrt(Abs(x0)),3.669253349304199,50
106,-0.978*x0*sin(1.168*x0**2) - 0.805539809072153*x0*sqrt(Abs(x0**2)),False,0.0399545901082845,False,-0.001*x0*sin(1.168*x0**2 - 0.196*x0 + 1.556) - 0.89*x0*sqrt(Abs(0.82*x0**2 - 0.077)) - 1.084*sin(1.168*x0**2 - 0.196*x0 + 1.556)*sqrt(Abs(0.82*x0**2 - 0.077)) + 0.523*sin(1.168*x0**2 - 0.196*x0 + 1.556),10.601327419281006,50
107,-0.978*x0*sin(1.168*x0**2) - 0.805539809072153*x0*sqrt(Abs(x0**2)),True,5.317949134482103e-07,True,0.978*x0*sin(1.168*x0**2 - 3.142) - 0.805274099297873*x0*sqrt(Abs(x0**2)),8.58663010597229,50
108,-0.936*x0*sin(0.744*x0 + 1.215) + 0.775*x0*sqrt(Abs(0.635*x0**2 + 1.51)),False,0.0119935001074979,False,-0.032*x0**2 - 2.746*x0*sin(0.044*x0**2 - 0.42*x0 + 1.835) + 0.612*x0*sqrt(Abs(0.815*x0**2 + 1.868*x0 - 0.001)) + 2.513*x0 - 2.909*sin(0.044*x0**2 - 0.42*x0 + 1.835)*sqrt(Abs(0.815*x0**2 + 1.868*x0 - 0.001)) + 0.008*sin(0.044*x0**2 - 0.42*x0 + 1.835) + 2.512*sqrt(Abs(0.815*x0**2 + 1.868*x0 - 0.001)) - 0.026,10.719109058380129,50
109,-0.936*x0*sin(0.744*x0 + 1.215) + 0.775*x0*sqrt(Abs(0.635*x0**2 + 1.51)),True,8.199643212991363e-08,True,-0.936*x0*sin(0.744*x0 + 1.215) + 1.249*x0*sqrt(Abs(0.245*x0**2 + 0.582)),29.64881181716919,50
110,-4.593*x0*sin(-1.573*x0**2 + 0.715*x0 + 2.378),False,7.914717170548465e-06,True,-4.593*x0*sin(1.573*x0**2 - 0.715*x0 + 0.764),8.735671997070312,50
111,-4.593*x0*sin(-1.573*x0**2 + 0.715*x0 + 2.378),True,0.8014061066292395,False,2.785*x0*sin(1.668*x0**2 + 0.678*x0 + 2.397),6.399187088012695,50
112,-2.909*x0*sin(8.746*x0**2 - 1.637*x0 + 0.72) + 2.591,False,0.8920189157411598,False,-0.066*x0**2 + 1.246*x0*sin(1.447*x0**2 - 2.412*x0 + 3.525) + 0.471*x0*sqrt(Abs(0.061*x0**2 + 0.728*x0 + 2.11)) - 1.295*x0 - 0.911*sin(1.447*x0**2 - 2.412*x0 + 3.525)*sqrt(Abs(0.061*x0**2 + 0.728*x0 + 2.11)) + 0.192*sin(1.447*x0**2 - 2.412*x0 + 3.525) + 0.963*sqrt(Abs(0.061*x0**2 + 0.728*x0 + 2.11)) + 0.556,12.060834407806396,50
113,-2.909*x0*sin(8.746*x0**2 - 1.637*x0 + 0.72) + 2.591,True,0.9246463525888292,False,0.799*x0*sin(0.786*x0**2 + 0.707*x0 - 1.937) + 2.868*sqrt(Abs(0.115*x0 - 1.347)),6.998764514923096,50
114,1.08300000000000,False,5.524033904032826e-06,True,1.08300000000000,19.649085521698,50
115,1.08300000000000,True,0.0,True,1.08300000000000,3.920409440994263,50
116,0.132*x0,False,3.950321536037479e-07,True,0.132*x0,17.42753839492798,50
117,0.132*x0,True,4.3299026521451274e-08,True,0.132*x0,4.250433921813965,50
118,-3.08583970030849*x0*sqrt(Abs(x0)) + 2.472*sin(3.051*x0),False,0.0331500796165891,False,-0.007*x0**2 + 0.001*x0*sin(0.204*x0**2 + 0.196*x0) - 1.011*x0*sqrt(Abs(-0.371*x0**2 + 0.103*x0 + 0.109)) - 3.758*x0 - 0.362*sin(0.204*x0**2 + 0.196*x0)*sqrt(Abs(-0.371*x0**2 + 0.103*x0 + 0.109)) + 0.008*sin(0.204*x0**2 + 0.196*x0) - 0.048*sqrt(Abs(-0.371*x0**2 + 0.103*x0 + 0.109)) - 0.001,10.202387809753418,50
119,-3.08583970030849*x0*sqrt(Abs(x0)) + 2.472*sin(3.051*x0),True,0.0359268585515564,False,-3.09276540186934*x0*sqrt(Abs(x0)),6.978412628173828,50
0,5.997*sin(1.462*x0 - 4.439)*sqrt(Abs(1.079*x0 + 1.332)),False,0.4676511840132258,False,0.104*x0**2 - 2.098*x0*sin(0.11*x0**2 + 0.252*x0 + 1.471) - 0.317*x0*sqrt(Abs(0.171*x0**2 - 1.615*x0 + 0.045)) + 0.058*x0 - 0.789*sin(0.11*x0**2 + 0.252*x0 + 1.471)*sqrt(Abs(0.171*x0**2 - 1.615*x0 + 0.045)) - 0.719*sin(0.11*x0**2 + 0.252*x0 + 1.471) - 4.79*sqrt(Abs(0.171*x0**2 - 1.615*x0 + 0.045)) + 6.853,7.671270132064819,50
1,5.997*sin(1.462*x0 - 4.439)*sqrt(Abs(1.079*x0 + 1.332)),True,3.6058094438188433e-07,True,-5.561*sin(1.462*x0 - 1.298)*sqrt(Abs(1.255*x0 + 1.548)),14.281936407089232,50
2,2.604*x0*sin(0.56*x0 + 2.795) + 3.827*x0,False,0.0515471502275541,False,0.604*x0**2 - 0.982*x0*sin(0.089*x0**2 + 0.543*x0 + 0.549) + 0.256*x0*sqrt(Abs(-1.015*x0**2 + 0.531*x0 + 0.24)) + 1.921*x0 - 0.363*sin(0.089*x0**2 + 0.543*x0 + 0.549)*sqrt(Abs(-1.015*x0**2 + 0.531*x0 + 0.24)) + 7.611*sin(0.089*x0**2 + 0.543*x0 + 0.549) - 2.95*sqrt(Abs(-1.015*x0**2 + 0.531*x0 + 0.24)) - 2.762,9.248092651367188,50
3,2.604*x0*sin(0.56*x0 + 2.795) + 3.827*x0,True,0.3064290461483974,False,2.179*x0*sin(0.944*x0 - 0.248) + 3.62244563274151*x0,6.295663833618164,50
4,-1.375*x0,False,7.022335261365199e-07,True,-1.375*x0,17.374953985214233,50
5,-1.375*x0,True,3.3926299957123925e-08,True,-1.375*x0,2.2995991706848145,50
6,-0.137*sin(7.051*x0**2 - 3.124*x0 + 2.104) + 0.203*sqrt(Abs(1.901*x0 + 0.553)),False,0.1428677934375453,False,0.001*x0**2 - 0.001*x0*sin(0.544*x0**2 + 0.101*x0 - 1.177) - 0.009*x0*sqrt(Abs(0.009*x0**2 - 0.28*x0 + 0.003)) + 0.027*x0 - 0.071*sin(0.544*x0**2 + 0.101*x0 - 1.177)*sqrt(Abs(0.009*x0**2 - 0.28*x0 + 0.003)) + 0.049*sin(0.544*x0**2 + 0.101*x0 - 1.177) + 0.504*sqrt(Abs(0.009*x0**2 - 0.28*x0 + 0.003)) + 0.011,12.047309398651125,50
7,-0.137*sin(7.051*x0**2 - 3.124*x0 + 2.104) + 0.203*sqrt(Abs(1.901*x0 + 0.553)),True,0.1503278221449697,False,-0.026*sin(3.147*x0**2 + 0.722*x0 + 0.779) + 0.574*sqrt(Abs(0.001*x0**2 + 0.245*x0 + 0.039)),15.218359231948853,50
8,-3.907*x0*sin(5.384*x0**2) + 2.681*sin(5.384*x0**2)*sqrt(Abs(0.276*x0**2 + 2.406*x0 - 1.149)),False,0.9085368300401876,False,-0.031*x0**2 - 0.744*x0*sin(2.046*x0**2 + 0.504*x0 - 7.815) + 0.007*x0*sqrt(Abs(1.037*x0**2 + 0.767*x0 - 0.321)) + 0.025*x0 + 1.525*sin(2.046*x0**2 + 0.504*x0 - 7.815)*sqrt(Abs(1.037*x0**2 + 0.767*x0 - 0.321)) - 1.371*sin(2.046*x0**2 + 0.504*x0 - 7.815) + 0.112*sqrt(Abs(1.037*x0**2 + 0.767*x0 - 0.321)) + 0.44,10.937010765075684,50
9,-3.907*x0*sin(5.384*x0**2) + 2.681*sin(5.384*x0**2)*sqrt(Abs(0.276*x0**2 + 2.406*x0 - 1.149)),True,0.0710238214950026,False,-2.793*x0*sin(5.384*x0**2) + 4.34*sin(5.384*x0**2)*sqrt(Abs(0.077*x0**2 - 0.473*x0 + 1.62)),7.172112941741943,50
10,-6.929*sin(2.451*x0**2 + 2.37*x0 + 4.415)*sqrt(Abs(2.486*x0 - 1.428)) - 1.873*sin(2.451*x0**2 + 2.37*x0 + 4.415),False,0.8305030414333516,False,-0.007*x0**2 - 1.723*x0*sin(2.207*x0**2 - 1.245*x0 + 1.065) + 0.019*x0*sqrt(Abs(-0.096*x0**2 + 1.337*x0 + 1.284)) + 0.018*x0 + 3.376*sin(2.207*x0**2 - 1.245*x0 + 1.065)*sqrt(Abs(-0.096*x0**2 + 1.337*x0 + 1.284)) - 1.192*sin(2.207*x0**2 - 1.245*x0 + 1.065) - 0.009*sqrt(Abs(-0.096*x0**2 + 1.337*x0 + 1.284)) + 0.75,9.166278600692747,50
11,-6.929*sin(2.451*x0**2 + 2.37*x0 + 4.415)*sqrt(Abs(2.486*x0 - 1.428)) - 1.873*sin(2.451*x0**2 + 2.37*x0 + 4.415),True,0.9776402699746122,False,2.243*sin(1.01*x0**2 - 0.654*x0 + 0.671)*sqrt(Abs(1.017*x0 - 0.728)),8.40210771560669,50
12,2.952*x0**2 - 1.724*x0*sin(3.151*x0**2 + 0.204*x0 - 1.566),False,0.0516251921083465,False,2.914*x0**2 + 0.422*x0*sin(0.132*x0**2 - 0.841*x0 + 0.001) - 0.003*x0*sqrt(Abs(0.063*x0**2 - 0.006*x0)) + 0.002*x0 + 0.001*sin(0.132*x0**2 - 0.841*x0 + 0.001)*sqrt(Abs(0.063*x0**2 - 0.006*x0)) - 0.001*sin(0.132*x0**2 - 0.841*x0 + 0.001) + 0.08*sqrt(Abs(0.063*x0**2 - 0.006*x0)) + 0.074,12.2096586227417,50
13,2.952*x0**2 - 1.724*x0*sin(3.151*x0**2 + 0.204*x0 - 1.566),True,0.0519444466309111,False,2.916*x0**2 + 0.385*x0*sin(0.096*x0**2 + 0.135*x0 + 0.04),8.130805969238281,50
14,0.184*x0,False,0.0001380899327091,False,0.184*x0,16.84737277030945,50
15,0.184*x0,True,3.871506322474709e-08,True,0.184*x0,3.044461727142334,50
16,-1.467*x0*sqrt(Abs(2.281*x0**2 - 2.23*x0)) + 2.744*sin(0.432*x0**2 - 0.264),False,7.876841591932622e-08,True,-2.567*x0*sqrt(Abs(0.745*x0**2 - 0.729*x0)) + 2.744*sin(0.432*x0**2 - 0.264),15.707064390182495,50
17,-1.467*x0*sqrt(Abs(2.281*x0**2 - 2.23*x0)) + 2.744*sin(0.432*x0**2 - 0.264),True,8.324052536399775e-08,True,-2.633*x0*sqrt(Abs(0.709*x0**2 - 0.693*x0)) + 2.744*sin(0.432*x0**2 - 0.264),11.833515644073486,50
18,-0.424*x0**2 + 0.609*x0*sin(1.261*x0**2 + 3.998*x0 + 1.09),False,0.1046901146120355,False,-0.424*x0**2 - 0.195*x0*sin(1.435*x0**2 + 1.523*x0) - 0.007*x0 - 1.333*sin(1.435*x0**2 + 1.523*x0)*sqrt(Abs(0.033*x0**2 + 0.646*x0 - 0.078)) + 1.065*sin(1.435*x0**2 + 1.523*x0) + 0.034,10.464730024337769,50
19,-0.424*x0**2 + 0.609*x0*sin(1.261*x0**2 + 3.998*x0 + 1.09),True,0.1128018162820575,False,-0.423*x0**2 - 0.245*x0*sin(0.998*x0**2 - 0.238*x0 + 0.152) + 0.502*sin(0.998*x0**2 - 0.238*x0 + 0.152)*sqrt(Abs(0.186*x0**2 + 0.364*x0 - 0.015)),9.938705205917358,50
20,5.56300000000000,False,1.1150531311604683e-06,True,5.56300000000000,15.517619848251345,50
21,5.56300000000000,True,0.8520499920945553,False,0.823000000000000,4.88351583480835,50
22,4.276*x0 + 2.025*sin(3.93*x0),False,0.0499466212860045,False,-0.014*x0**2 - 0.171*x0*sin(0.243*x0**2 + 0.005*x0 - 0.149) - 0.254*x0*sqrt(Abs(0.005*x0**2 - 0.053*x0 + 0.061)) + 4.401*x0 - 0.081*sin(0.243*x0**2 + 0.005*x0 - 0.149)*sqrt(Abs(0.005*x0**2 - 0.053*x0 + 0.061)) + 0.076*sin(0.243*x0**2 + 0.005*x0 - 0.149) + 0.062*sqrt(Abs(0.005*x0**2 - 0.053*x0 + 0.061)) - 0.008,11.565668106079102,50
23,4.276*x0 + 2.025*sin(3.93*x0),True,0.0579147668400825,False,4.276*x0,6.288331747055054,50
24,0.653*x0,False,4.345266784781004e-08,True,0.653*x0,15.448140382766724,50
25,0.653*x0,True,4.135446697186572e-08,True,0.653*x0,2.2330410480499268,50
26,1.357*sin(4.072*x0**2 + 1.044),False,0.930571793345574,False,0.029*x0**2 - 0.039*x0*sin(0.892*x0**2 + 0.003*x0 - 0.867) - 0.045*x0*sqrt(Abs(0.184*x0**2 + 0.927*x0 + 0.209)) + 0.276*x0 + 0.248*sin(0.892*x0**2 + 0.003*x0 - 0.867)*sqrt(Abs(0.184*x0**2 + 0.927*x0 + 0.209)) - 0.417*sin(0.892*x0**2 + 0.003*x0 - 0.867) - 0.871*sqrt(Abs(0.184*x0**2 + 0.927*x0 + 0.209)) + 1.076,7.216822147369385,50
27,1.357*sin(4.072*x0**2 + 1.044),True,1.0778201887463726e-05,True,-1.357*sin(4.072*x0**2 - 2.098),4.533505201339722,50
28,-0.64*x0*sin(6.289*x0**2),False,0.929916978499016,False,0.017*x0**2 - 0.166*x0*sin(0.741*x0**2 + 0.006*x0 + 4.758) - 0.307*x0*sqrt(Abs(0.015*x0**2 + 0.096*x0 - 0.059)) + 0.168*x0 - 0.231*sin(0.741*x0**2 + 0.006*x0 + 4.758)*sqrt(Abs(0.015*x0**2 + 0.096*x0 - 0.059)) + 0.124*sin(0.741*x0**2 + 0.006*x0 + 4.758) - 0.006*sqrt(Abs(0.015*x0**2 + 0.096*x0 - 0.059)) + 0.003,8.949499130249023,50
29,-0.64*x0*sin(6.289*x0**2),True,0.947426704158562,False,-0.208*x0*sin(3.032*x0**2 + 5.412),4.759896993637085,50
30,-0.528*x0**2 - 0.601*sin(3.249*x0**2),False,0.0166882276394745,False,-0.524*x0**2 - 0.00120498962651137*x0*sqrt(Abs(x0)) + 0.002*x0 + 0.000219089023002066*sin(0.154*x0**2 - 0.001*x0)*sqrt(Abs(x0)) + 0.082*sin(0.154*x0**2 - 0.001*x0) - 5.47722557505166e-5*sqrt(Abs(x0)) - 0.112,12.192731857299805,50
31,-0.528*x0**2 - 0.601*sin(3.249*x0**2),True,0.016762015377563,False,-0.524*x0**2 - 0.167*sin(0.034*x0**2),2.816967725753784,50
32,-6.21*sin(1.577*x0**2 + 0.474*x0)*sqrt(Abs(1.442*x0**2 + 0.934*x0 + 1.045)) + 0.612*sin(1.577*x0**2 + 0.474*x0),False,0.3844495311176968,False,6.707*x0*sin(1.576*x0**2 + 0.276*x0 - 1.511) + 0.003*x0*sqrt(Abs(0.633*x0**2 + 0.01*x0 - 0.202)) - 0.004*x0 - 0.063*sin(1.576*x0**2 + 0.276*x0 - 1.511)*sqrt(Abs(0.633*x0**2 + 0.01*x0 - 0.202)) + 0.006*sin(1.576*x0**2 + 0.276*x0 - 1.511) + 0.017*sqrt(Abs(0.633*x0**2 + 0.01*x0 - 0.202)) - 0.166,9.866056203842165,50
33,-6.21*sin(1.577*x0**2 + 0.474*x0)*sqrt(Abs(1.442*x0**2 + 0.934*x0 + 1.045)) + 0.612*sin(1.577*x0**2 + 0.474*x0),True,0.7496537151901488,False,-2.395*x0*sin(1.502*x0**2 - 0.54*x0) + 3.105*sin(1.502*x0**2 - 0.54*x0)*sqrt(Abs(-1.606*x0**2 + 0.02*x0 + 0.507)),8.378576517105103,50
34,5.072*sin(3.342*x0 - 4.031)*sqrt(Abs(0.539*x0**2 - 1.074*x0)),False,0.9563985638878466,False,0.407*x0**2 + 0.003*x0*sin(1.311*x0**2 + 0.752*x0 + 0.017) - 1.611*x0*sqrt(Abs(0.138*x0**2 + 1.21*x0 + 0.172)) + 4.123*x0 + 0.063*sin(1.311*x0**2 + 0.752*x0 + 0.017)*sqrt(Abs(0.138*x0**2 + 1.21*x0 + 0.172)) - 0.093*sin(1.311*x0**2 + 0.752*x0 + 0.017) - 0.2*sqrt(Abs(0.138*x0**2 + 1.21*x0 + 0.172)) - 1.42,9.561996698379517,50
35,5.072*sin(3.342*x0 - 4.031)*sqrt(Abs(0.539*x0**2 - 1.074*x0)),True,0.0007636404793471,False,-0.003*x0*sin(3.342*x0 - 0.89) - 4.367*sin(3.342*x0 - 0.89)*sqrt(Abs(0.727*x0**2 - 1.456*x0)),8.785267114639282,50
36,-3.653*sin(2.307*x0**2 - 2.944),False,0.4890593508223246,False,-0.003*x0**2 - 0.294*x0*sin(-2.287*x0**2 + 0.157*x0 + 3.008) - 0.003*x0*sqrt(Abs(0.03*x0**2 + 0.8*x0 - 0.505)) - 2.135*sin(-2.287*x0**2 + 0.157*x0 + 3.008)*sqrt(Abs(0.03*x0**2 + 0.8*x0 - 0.505)) + 6.026*sin(-2.287*x0**2 + 0.157*x0 + 3.008) + 0.278*sqrt(Abs(0.03*x0**2 + 0.8*x0 - 0.505)) - 0.443,8.75722622871399,50
37,-3.653*sin(2.307*x0**2 - 2.944),True,7.37707145905193e-06,True,3.653*sin(2.307*x0**2 + 0.198),4.175338983535767,50
38,-3.00775414005201*x0*sqrt(Abs(x0**2)) - 2.751*sin(0.231*x0**2 - 1.3),False,8.119429540569568e-08,True,-3.00760706742088*x0*sqrt(Abs(x0**2)) - 2.751*sin(0.231*x0**2 - 1.3),18.35900473594665,50
39,-3.00775414005201*x0*sqrt(Abs(x0**2)) - 2.751*sin(0.231*x0**2 - 1.3),True,7.754155040955855e-08,True,-3.00788348178582*x0*sqrt(Abs(x0**2)) - 2.751*sin(0.231*x0**2 - 1.3),16.52144718170166,50
0,1.467*x0*sin(5.534*x0) - 1.496*x0*sqrt(Abs(4.588*x0**2 - 4.297*x0 + 6.576)),False,0.0310611989720402,False,-0.001*x0**2 + 0.004*x0*sin(0.332*x0**2 + 0.002*x0 - 2.416) - 2.465*x0*sqrt(Abs(1.683*x0**2 - 0.176*x0)) - 0.281*x0 + 0.761*sin(0.332*x0**2 + 0.002*x0 - 2.416)*sqrt(Abs(1.683*x0**2 - 0.176*x0)) - 0.127*sin(0.332*x0**2 + 0.002*x0 - 2.416) + 1.039*sqrt(Abs(1.683*x0**2 - 0.176*x0)) - 0.018,6.817607164382935,50
1,1.467*x0*sin(5.534*x0) - 1.496*x0*sqrt(Abs(4.588*x0**2 - 4.297*x0 + 6.576)),True,0.0418044768100051,False,-3.806*x0*sqrt(Abs(0.715*x0**2 - 0.64*x0 + 0.575)),7.441012144088745,50
2,3.22*sin(2.353*x0**2 + 2.933*x0 + 2.831) + 3.461,False,0.505490050659847,False,-0.003*x0**2 + 0.124*x0*sin(-0.972*x0**2 + 1.443*x0 + 0.037) - 0.02*x0*sqrt(Abs(-0.102*x0**2 + 0.819*x0 + 0.798)) + 0.011*x0 + 1.443*sin(-0.972*x0**2 + 1.443*x0 + 0.037)*sqrt(Abs(-0.102*x0**2 + 0.819*x0 + 0.798)) - 3.07*sin(-0.972*x0**2 + 1.443*x0 + 0.037) - 0.189*sqrt(Abs(-0.102*x0**2 + 0.819*x0 + 0.798)) + 3.82,7.801125526428223,50
3,3.22*sin(2.353*x0**2 + 2.933*x0 + 2.831) + 3.461,True,0.4945510623305131,False,1.329*sin(2.484*x0**2 + 1.381*x0 + 0.363) + 3.469,4.433395147323608,50
4,-2.154*sin(3.248*x0**2) - 1.467,False,7.5384643540072785e-06,True,-0.01*x0*sin(3.248*x0**2) - 0.011*x0*sqrt(Abs(0.001*x0**2 + 0.014*x0 + 0.07)) + 0.006*x0 + 0.395*sin(3.248*x0**2)*sqrt(Abs(0.001*x0**2 + 0.014*x0 + 0.07)) - 2.258*sin(3.248*x0**2) - 0.096*sqrt(Abs(0.001*x0**2 + 0.014*x0 + 0.07)) - 1.442,7.702316999435425,50
5,-2.154*sin(3.248*x0**2) - 1.467,True,0.7152002008156377,False,-0.586*sin(0.047*x0**2) - 1.198,1.812361240386963,50
6,5.409*sin(1.72*x0)*sqrt(Abs(0.084*x0 + 2.365)) - 3.842*sin(1.72*x0),False,0.6956370164048529,False,0.197*x0**2 - 0.019*x0*sin(0.09*x0**2 + 0.62*x0 - 0.152) - 0.102*x0*sqrt(Abs(-0.915*x0**2 + 0.006*x0 + 0.534)) + 0.687*x0 - 0.782*sin(0.09*x0**2 + 0.62*x0 - 0.152)*sqrt(Abs(-0.915*x0**2 + 0.006*x0 + 0.534)) + 0.027*sin(0.09*x0**2 + 0.62*x0 - 0.152) - 1.65*sqrt(Abs(-0.915*x0**2 + 0.006*x0 + 0.534)) + 1.377,9.11353087425232,50
7,5.409*sin(1.72*x0)*sqrt(Abs(0.084*x0 + 2.365)) - 3.842*sin(1.72*x0),True,0.0447507722453619,False,-2.158*sin(1.72*x0)*sqrt(Abs(0.128*x0 - 0.951)) + 6.411*sin(1.72*x0),5.655851602554321,50
8,-3.77*sin(0.577*x0)*sqrt(Abs(0.981*x0 - 2.192)),False,0.0731471323622052,False,-0.602*x0**2 + 2.255*x0*sin(0.047*x0**2 + 0.355*x0 + 2.563) + 0.727*x0*sqrt(Abs(1.332*x0**2 + 1.704*x0 - 0.244)) - 6.667*x0 - 1.532*sin(0.047*x0**2 + 0.355*x0 + 2.563)*sqrt(Abs(1.332*x0**2 + 1.704*x0 - 0.244)) + 1.201*sin(0.047*x0**2 + 0.355*x0 + 2.563) + 4.312*sqrt(Abs(1.332*x0**2 + 1.704*x0 - 0.244)) - 2.879,11.85286021232605,50
9,-3.77*sin(0.577*x0)*sqrt(Abs(0.981*x0 - 2.192)),True,1.2472102859337754e-07,True,-4.437*sin(0.577*x0)*sqrt(Abs(0.708*x0 - 1.582)),11.583781003952026,50
10,-0.067*x0*sin(0.964*x0) + 1.83104227012923*sin(0.964*x0)*sqrt(Abs(x0)),False,0.3571568774157631,False,-0.138*x0**2 - 0.214*x0*sin(0.094*x0**2 + 2.347*x0 - 8.061) + 0.086*x0*sqrt(Abs(-0.256*x0**2 + 0.834*x0 + 1.617)) + 0.249*x0 + 1.159*sin(0.094*x0**2 + 2.347*x0 - 8.061)*sqrt(Abs(-0.256*x0**2 + 0.834*x0 + 1.617)) - 1.012*sin(0.094*x0**2 + 2.347*x0 - 8.061) + 4.169*sqrt(Abs(-0.256*x0**2 + 0.834*x0 + 1.617)) - 4.662,10.304883241653442,50
11,-0.067*x0*sin(0.964*x0) + 1.83104227012923*sin(0.964*x0)*sqrt(Abs(x0)),True,0.9314881378899824,False,-1.634*sin(1.386*x0)*sqrt(Abs(0.02*x0 - 0.797)),5.566646337509155,50
12,-0.351*x0*sin(1.645*x0**2) - 1.998*x0,False,0.0701198095457699,False,0.002*x0**2 - 0.287*x0*sin(1.666*x0**2 + 0.399*x0 - 4.519) + 0.011*x0*sqrt(Abs(-0.018*x0**2 + 0.022*x0 + 0.166)) - 2.008*x0 - 0.45*sin(1.666*x0**2 + 0.399*x0 - 4.519)*sqrt(Abs(-0.018*x0**2 + 0.022*x0 + 0.166)) + 0.778*sin(1.666*x0**2 + 0.399*x0 - 4.519) - 0.115*sqrt(Abs(-0.018*x0**2 + 0.022*x0 + 0.166)) - 0.015,11.056255578994753,50
13,-0.351*x0*sin(1.645*x0**2) - 1.998*x0,True,7.83752532411047e-07,True,0.351*x0*sin(1.645*x0**2 - 3.142) - 1.998*x0,6.990346670150757,50
14,-0.951*x0*sin(3.437*x0**2 + 1.66*x0) + 3.811,False,0.5913091548601672,False,0.038*x0**2 + 0.359*x0*sin(-0.004*x0**2 + 2.909*x0 + 7.448) + 0.162*x0*sqrt(Abs(-0.102*x0**2 + 0.453*x0 + 0.652)) - 0.274*x0 + 2.648*sin(-0.004*x0**2 + 2.909*x0 + 7.448)*sqrt(Abs(-0.102*x0**2 + 0.453*x0 + 0.652)) - 2.672*sin(-0.004*x0**2 + 2.909*x0 + 7.448) - 0.363*sqrt(Abs(-0.102*x0**2 + 0.453*x0 + 0.652)) + 3.911,8.056426525115967,50
15,-0.951*x0*sin(3.437*x0**2 + 1.66*x0) + 3.811,True,0.6340636620193232,False,0.395*x0*sin(0.152*x0**2 - 0.938*x0 + 10.517) + 3.997,7.437103271484375,50
